date,combined_nav,swarm_alpha,swarm_beta,swarm_gamma,swarm_delta,swarm_epsilon,ew_benchmark,btc_benchmark
2019-02-27,123169.40771258873,26667.173646990905,18362.328742702044,26359.787865783743,25333.62616711126,26446.491290000777,50709.44654849779,56877.87541949253
2019-02-28,123296.39423643422,26908.56827620289,18363.02033743742,26328.84161825202,25249.472714541113,26446.491290000777,50835.96255903433,56933.08419491494
2019-03-01,124169.21311087259,27687.614079882303,18482.861161423327,26268.46582108832,25283.78075847787,26446.491290000777,51159.51583083489,57003.9530651489
2019-03-02,124375.67088366799,28074.787594174566,18537.783708434887,26106.0416105282,25210.566680529562,26446.491290000777,50955.00866314059,57075.30872165952
2019-03-03,123890.02820674337,27770.84682755844,18458.89545815687,26101.119109798135,25112.67552122917,26446.491290000777,50753.905116613096,56820.69425819356
2019-03-04,122704.87646881072,27639.188325106265,18147.473692203384,25824.628822813174,24647.094338687126,26446.491290000777,49205.660177486614,55556.153321090314
2019-03-05,126387.00915904976,29627.86621585271,18829.19771945472,26633.207323662453,24850.246610079084,26446.491290000777,52553.03521686564,57547.33996540568
2019-03-06,127087.06386445067,30295.686897263826,18981.90823834347,26488.289678220804,24874.687760621786,26446.491290000777,52813.51586235188,57659.109700352354
2019-03-07,128058.57201694453,30931.631260193073,19362.757980920185,26455.29017470116,24862.40131112933,26446.491290000777,53183.91096133724,57770.49721792623
2019-03-08,126615.76965669838,30087.734777501988,19420.15254637627,26130.475936358023,24530.915106461332,26446.491290000777,52301.30134679938,57617.592239689184
2019-03-09,127644.1607362147,30424.1405490977,19701.011516394923,26350.883431718834,24721.633949002462,26446.491290000777,53670.06217451679,58535.988470016266
2019-03-10,127748.42788745127,30322.614077691702,19957.209166054276,26355.558279519544,24666.555074184962,26446.491290000777,53918.53739154119,58362.981021465064
2019-03-11,126564.18244780393,30229.58906144493,19328.329647492897,25971.350963710618,24588.42148515471,26446.491290000777,52900.747725483576,57678.08354766949
2019-03-12,128515.03786038622,31109.516409045165,19705.492004673182,26132.82294418102,25120.715212486077,26446.491290000777,54332.81094260037,57736.1120776723
2019-03-13,128373.50254524787,30792.723751706475,19566.373984039394,26387.791166763873,25180.122352737348,26446.491290000777,53809.889909702666,57700.089893199045
2019-03-14,128795.80406948588,31029.52011246963,19710.18288975223,26368.623346147484,25240.986431115776,26446.491290000777,54688.462506296375,57960.79819968402
2019-03-15,129964.98608660135,31713.195243684648,19893.862335955662,26524.29270597627,25387.14451098399,26446.491290000777,55514.639561487376,58500.503553359486
2019-03-16,131987.2658137469,33064.33561652077,20065.016215188312,26726.027617707008,25685.39507433004,26446.491290000777,57175.5205588246,59797.47887978574
2019-03-17,130790.12949866767,32227.43285081438,19969.318316536122,26631.097879204168,25515.78916211221,26446.491290000777,56475.79568112183,59450.44353441447
2019-03-18,131147.61652906958,32234.65345541495,19822.15237641135,27204.792075471887,25439.527331770616,26446.491290000777,56699.71573723048,59557.940367599316
2019-03-19,132019.7901338577,33078.99389755695,19936.47805139121,26969.02819654113,25588.79869836762,26446.491290000777,57378.52485820312,60129.26519431242
2019-03-20,132600.08523391507,33581.17983559112,19970.60813802378,26786.52856836888,25815.277401930507,26446.491290000777,57558.44980000414,60369.80251982207
2019-03-21,129868.09391329905,32823.9521375144,19379.489182573307,26270.645009492648,25323.659117384475,26070.348466334213,56253.07997519373,59510.96729481322
2019-03-22,131905.27192557402,34630.907560930624,19503.55816340609,26302.209614515545,25405.56629935312,26063.03028736867,57131.00663424465,59431.82305787595
2019-03-23,134095.01306195994,36605.60367148514,19579.315985932684,26337.938635541548,25509.1244816319,26063.03028736867,58109.81592220441,59606.96154857166
2019-03-24,132567.8331799148,35865.16102629561,19367.809651205087,25844.941084782327,25426.891130263117,26063.03028736867,57982.48309231546,59405.23731552147
2019-03-25,130949.36067519951,34961.13049817125,19635.724305676293,25392.362767637944,25084.79293130976,25875.350172404273,56892.7542981873,58532.39706904174
2019-03-26,131878.10568205244,35916.41269888251,19405.150194813006,25559.56746177018,25125.58299860647,25871.392327980277,56764.89406082225,58857.47655042325
2019-03-27,136537.00906540226,37955.4611518292,20245.506722275473,26740.545667746344,25724.10319557096,25871.392327980277,59700.54455353976,60363.74473504577
2019-03-28,135650.91937467008,37305.125522266004,20201.974407517348,26602.84727836629,25669.579838540176,25871.392327980277,59043.172902699946,60098.500301627144
2019-03-29,137570.5955961651,39087.93144419926,20142.33683049261,26633.72078822292,25835.214205270015,25871.392327980277,59810.28371460857,60530.76290948186
2019-03-30,137348.23281095424,39173.19210837483,19979.343608880474,26375.703357351926,25948.60140836673,25871.392327980277,59765.78754902243,60653.1373736113
2019-03-31,137860.65353741538,38571.19953188607,20228.219193378365,26468.337467437865,26721.505016732794,25871.392327980277,60454.20774773444,60634.5890135582
2019-04-01,140543.06756875222,39267.30162007737,21109.80674387739,26687.400799868192,27607.166076948986,25871.392327980277,62345.32240632163,61414.103316240464
2019-04-02,153460.119055798,44873.864132270886,23632.555395862208,28563.757691837138,30518.549507847492,25871.392327980277,72221.02339711534,72073.14342418441
2019-04-03,154568.07879391583,45684.140444355595,23061.613409750193,28152.83452015149,32207.813849742157,25461.67656991639,73630.72720028326,73448.83028863536
2019-04-04,155314.6303527344,44851.05894026091,22397.653731591497,27880.09079339092,34727.916936404385,25457.909951086698,74121.96410411755,72707.06175442816
2019-04-05,158619.9084806475,45956.99298618929,23037.8206446149,29120.07185280928,35134.63150249126,25370.391494542768,77520.49544426522,74389.04175580558
2019-04-06,157220.8018535288,45816.75992471914,23200.41624771422,28762.277361816417,34282.65496941663,25158.693349862384,77185.62221605344,74730.75129872769
2019-04-07,161216.39068824812,46415.53907506454,23597.64621171971,30335.225812208166,34502.60644345696,26365.373145798752,80266.04048100483,76784.88121152803
2019-04-08,158306.13457246072,46137.011261008505,23245.041084188408,29992.064077115392,33059.93077417576,25872.087375972653,79279.82404806506,78127.04112190167
2019-04-09,153997.04872171403,45279.86082325527,22422.92133236154,29518.46117387742,32235.223774142585,24540.58161807722,76543.19367466707,76874.40661654322
2019-04-10,157751.51592896652,46425.96598038758,22520.82631548058,30122.05983064205,32896.25447239907,25786.40933005725,78528.29340279708,78640.73405928184
2019-04-11,149505.57274307768,44452.12154542096,21299.894376719338,27478.57030139044,31650.10012758642,24624.886391960532,72672.26826929244,74799.73071704332
2019-04-12,150517.43281692395,44419.23707198558,21581.280827313847,27601.570225935855,31748.041467820727,25167.303223867937,73227.67736661811,75169.72434555182
2019-04-13,150762.78917935325,44450.066004661356,21867.34742995202,27523.645128715925,31679.252401859576,25242.478214164355,73566.75321407442,75273.81006897573
2019-04-14,152916.35313113485,44787.32610477952,21996.62820707961,27864.633844617936,31811.578416255048,26456.186558402762,75533.77193589788,76324.44629863933
2019-04-15,151942.04929799485,44014.11117410421,22280.08601227151,27344.518987074716,31337.046437495686,26966.286687048738,74184.36172297852,74838.43563477464
2019-04-16,153415.2136269941,44586.59624769863,22481.190733509226,27652.70247491396,31842.65488155716,26852.069289315146,75975.23823971642,77326.36784239367
2019-04-17,154324.77569056992,44419.504879136664,22269.45536142216,27474.809227911413,31645.079664688026,28515.92655741164,75937.77624188329,77568.26816947799
2019-04-18,155132.8323791977,44592.370298710295,22414.354976557046,27549.18499529545,32191.676425257156,28385.24568337775,77585.74968053063,78254.2762371492
2019-04-19,154240.5707620135,44155.74550837662,22312.757136920398,27343.605429407147,31973.466216554963,28454.996470754366,77446.44324191682,78334.42649905825
2019-04-20,152595.0734607473,43605.5666819311,22178.85647104611,27217.359695648873,32082.326982873474,27510.96362924776,76848.81213800945,78837.67696934789
2019-04-21,150481.15217222273,42974.52758482463,21780.61220133266,26698.350916000192,31571.66845506579,27455.99301499947,74647.07762556667,78492.73660787843
2019-04-22,151474.35782680765,43744.6685435202,21808.86152201602,26760.55200713256,31675.082190174486,27485.193563964396,75248.34375547068,79745.68842577277
2019-04-23,150130.34266270898,42749.458432418,21686.80901412,26428.354304516553,31647.555358681915,27618.16555297251,74191.57275685771,82300.76108132894
2019-04-24,146507.97361231653,41861.846184272006,21166.818387387113,25485.2626430752,30693.89044312272,27300.15595445952,71540.1503143747,80713.10944289647
2019-04-25,140328.40214206785,40292.25832105786,20337.096114818785,25067.43709298207,29396.447236867356,25235.163376341767,67724.02899422991,76956.48238861331
2019-04-26,140988.07676538592,40754.475717980655,20379.558569992983,25215.56332876694,29509.951354766326,25128.52779387902,68281.7578660771,77973.10127209868
2019-04-27,140818.94252524892,40391.17643931492,20309.859741617023,25247.654799501895,29543.1295442751,25327.12200053998,68465.34945725203,77809.79349083807
2019-04-28,141304.48710060873,40773.24266582525,20019.233402986403,25242.403777760355,29470.443278676612,25799.163975360116,68393.61954956262,78058.63142382095
2019-04-29,139411.66208890406,39928.12764022583,19634.599920023476,25045.39736851761,29177.187555865625,25626.349604271516,66694.25351239508,77500.54357800887
2019-04-30,141815.45383966848,40353.909755985616,20457.064935708284,25646.198336346093,29479.53776574731,25878.743045881187,70171.64544039987,79027.32169108823
2019-05-01,142219.94736215402,40415.68489700554,20449.287656143184,25659.337964396156,29779.15436877949,25916.482475829645,70417.64547616678,79794.90071543153
2019-05-02,143325.4182180805,41390.05559253963,20271.60052775891,25531.231792983428,30058.82594250983,26073.704362288692,70705.46798971554,81310.04643941073
2019-05-03,147593.2863907193,42223.42600557189,20972.751505238528,25972.460162104708,30736.953614028025,27687.695103776146,74148.99149275808,85194.49996412198
2019-05-04,148297.44461172013,41984.69573868351,20609.435401840925,25513.89252634938,30653.457784166665,29535.96316067967,73284.08494243024,86123.17279362309
2019-05-05,145274.96883157297,41947.17666306085,20655.51550754636,25362.0527579367,30361.299887150508,26948.924015878565,71952.90428713999,85599.46287641642
2019-05-06,145051.15970457485,41399.59102384568,21624.331255302626,25309.793214899382,29977.245899185553,26740.198311341617,72230.91182431167,84877.21627481566
2019-05-07,143778.57082315788,40982.966578654785,21062.102995273315,25254.832612017693,29856.34288066942,26622.325756542654,70857.08491408135,86098.56664879373
2019-05-08,145740.43451797994,41327.099215698385,21754.232209596386,25344.077117929523,30031.630470539156,27283.395504216496,72032.44786775224,88357.64440154308
2019-05-09,144146.83637273367,40854.340644126256,22494.6087890662,25156.875267546562,29633.531395305017,26007.48027668962,70047.757923617,91194.43289579052
2019-05-10,145981.4251492915,41757.23726917392,23336.04233934463,25194.01768488131,30030.20544349571,25663.922412395903,71299.74672511003,94212.13280539251
2019-05-11,154773.34216959745,44746.82760936576,24775.644933264743,26207.844247287536,31985.351350648903,27057.674029030524,80106.55835836663,106410.55698806932
2019-05-12,150932.56030430432,43819.248957121985,24305.892157711467,25342.738063953,31105.089189395945,26359.59193612192,76754.46293553412,102978.13680569394
2019-05-13,158328.2162994832,48399.71477778741,24760.04724754762,25729.599869043865,32148.5984831901,27290.255921914195,81358.5561165861,115422.04550478104
2019-05-14,165385.64515705392,48779.01425672004,28228.69082386142,27335.29044307018,33868.60540876308,27174.044224639227,88885.63481627824,118073.17731893255
2019-05-15,174151.23670048613,51365.077866690255,28738.86908322518,30427.880266328983,37038.36737250151,26581.042111740186,97726.26801291616,121185.86906314545
2019-05-16,173649.6961863423,52341.85202767626,29692.03878707151,29335.596048251882,35152.478373993,27127.73094934967,95939.36487969749,116455.82090015068
2019-05-17,166849.9745130387,49585.168430411504,28595.669511030745,28116.75157365171,33848.48709245936,26703.897905485395,90020.43667690121,108465.34316088712
2019-05-18,164627.6813552718,48371.05473086175,28942.795971294265,28090.64617756754,33642.849947819435,25580.334527728806,88766.93936164377,107391.78831215326
2019-05-19,172296.64098554736,51016.39741932506,30713.62244219109,29452.744032680443,35118.10343918298,25995.773652167776,98098.15184146825,121075.41545405793
2019-05-20,171888.49494414014,50032.31889294198,32082.440580828672,28827.530183053444,34602.1185854858,26344.086701830245,96691.1637350179,117835.28666843826
2019-05-21,173456.00763198006,50221.01876177503,32765.475839748004,28893.484130787874,34638.38415130624,26937.6447483629,98212.43175376201,117614.01886783603
2019-05-22,169302.0189164335,48630.42767098111,32629.445415127306,27938.71890581597,33415.811971881514,26687.61495262761,93344.16713827108,113430.40452660751
2019-05-23,171580.65942186804,49029.547845814566,34122.83317834095,28125.60049830367,33459.8361443808,26842.84175502805,95167.57139027318,116410.5894404878
2019-05-24,172476.55451359623,49261.06873090426,34113.841928290356,28695.714548436576,33636.171813176334,26769.75749278873,97227.8660037957,117969.13486539994
2019-05-25,170491.12989032172,49352.58741319653,32069.85475354432,28698.681392639424,33774.97426016769,26595.032070773737,96762.15977890721,118931.69523140552
2019-05-26,175122.31266173063,50976.688094886376,32110.3495370154,29633.084870769824,34522.796255050234,27879.3939040088,102151.24467534041,128098.68131400559
2019-05-27,179915.9791003805,52143.80449224361,33248.82736004623,31431.464985899474,35322.79566453474,27769.08659765646,107098.91053088625,130056.55735369994
2019-05-28,179946.252516309,52223.35338800329,33669.89487068885,31534.104652332306,35108.36868570565,27410.53091957891,107921.47880311398,128789.09569893671
2019-05-29,178516.6069655443,51772.220060070984,33181.94258922425,31399.612710959966,34809.74765682392,27353.08394846521,107334.57289954944,127895.91860356518
2019-05-30,173385.3727073645,49897.799915539246,31354.36255357315,30755.313555058012,34879.739641637985,26498.15704155613,102206.48930743776,122874.0871405128
2019-05-31,176937.65859639458,51246.11887253417,31562.50147065695,32478.652656084243,35412.360441219775,26238.02515589946,106725.10645234027,126640.73117462244
2019-06-01,174410.74491269703,51203.09877661519,31007.625770528986,31692.842370989056,35220.805396932476,25286.372597631318,105405.79765743116,126485.86823380592
2019-06-02,178468.25970281396,52403.637680753614,31459.163646839137,32838.857792728115,35307.830571996,26458.770010497094,109101.14937600728,129128.73549872689
2019-06-03,171448.2245909671,49157.361143201866,30283.891506508735,31725.208486687083,34070.717915561916,26211.045539007493,101829.93449337862,121242.39396442704
2019-06-04,165445.4243484081,47527.72324171221,29675.474462843642,29941.613745544615,32780.36618744232,25520.246710865325,95524.23506021763,113839.58625329973
2019-06-05,167630.12128260286,48022.79403844542,31515.52680777653,30018.459618558063,33188.821025670615,24884.51979215225,97652.34320069343,115559.6437589852
2019-06-06,168741.2453368982,48191.25143323805,32143.123695355793,29748.5740924766,33060.63621741739,25597.659898410355,98890.16403565825,115527.03268427287
2019-06-07,170569.45438532493,48642.43875309051,32764.381484593083,30293.84796147886,33294.51779721872,25574.26838894374,101542.387484001,118804.78464034239
2019-06-08,169304.13298966057,47987.5937924934,32311.530101166925,30343.298971556225,33110.71058444733,25550.999539996705,100144.0906958106,117478.14419763372
2019-06-09,164304.5088930367,46147.642747627746,31202.522389384725,29670.69178025449,32352.83031197875,24930.821663790954,95607.29158853694,113548.7188326071
2019-06-10,169185.16376876325,47992.56258463893,32560.529355071307,30103.99377523229,32982.72372900708,25545.35432481363,100780.42226126594,118160.51759443915
2019-06-11,167772.1348242211,47984.446847227795,31882.28246226001,29963.28115124263,32861.011476412,25081.112887078696,100002.80689161815,117088.03006968969
2019-06-12,171016.76400910283,49757.473913374604,32079.67582618465,30772.446415954753,33376.46287623832,25030.70497735049,104071.99683581716,120309.88453790093
2019-06-13,178650.00521443368,50194.80769099257,39624.59303092053,30372.260426108453,33264.99030581607,25193.353760596037,106936.77151780191,121566.26910050181
2019-06-14,177885.2914146123,49707.94536367561,38894.626686959586,30405.328303711838,33593.29147096168,25284.099589303583,107734.22738114462,128403.18596209332
2019-06-15,179744.47537666332,49805.905500751775,39149.63223775038,30613.616848057736,34333.98792021359,25841.332869889848,109979.40739034045,130537.99258714638
2019-06-16,183574.6335122828,49943.89099722944,38975.90990003105,30989.73528544099,34618.23778476062,29046.859544820694,112917.092916337,132843.700859376
2019-06-17,183326.93590565905,50586.62403629875,40618.36946659025,31312.512812902783,35049.1180768482,25760.311513019045,114501.36839459873,137656.53874764664
2019-06-18,178602.2966057132,48963.54408706208,39578.91852312008,30148.882950340034,34448.63916090425,25462.311884286748,111242.19756323505,134132.69649668923
2019-06-19,180088.6125511502,49424.604807555035,39712.88193864686,30378.637859897583,35144.88791229691,25427.60003275379,112954.28467398639,136964.86953586905
2019-06-20,180713.80920892092,49179.11617800449,39305.16777553311,30282.319061904313,36047.35558458622,25899.85060889277,113334.30683722062,140710.97479492766
2019-06-21,184556.48412474815,51483.99915053274,39358.13413766251,30948.611961432336,37093.51244819523,25672.22642692532,116533.25993562235,149829.58513909997
2019-06-22,194585.40582911583,53666.05151909184,40586.9550425773,32211.73257374824,38889.14980494564,29231.51688875282,127812.58264885671,158058.16266666556
2019-06-23,191855.79157199472,53969.354379335644,40311.09688671881,32104.31853970448,38707.18208494715,26763.839681288624,124564.81577724092,160327.92808255594
2019-06-24,193119.1464973002,54474.64613627766,40651.261409913786,32043.685891251655,39208.39261480158,26741.160445055473,126106.96680798732,162627.9968456248
2019-06-25,195109.27853718385,54981.850519742264,42533.083287384514,31986.01678972671,38967.07581743326,26641.252122897105,128011.79479829472,174145.43226801645
2019-06-26,195975.215605233,57019.09641334813,42978.69992627605,30890.86514956562,38240.3979604862,26846.156155556982,131017.54661986465,192242.6604348406
2019-06-27,180408.84255518252,50259.83246916842,41912.620581456365,27366.123568183724,34236.090887637816,26634.175048736197,117309.71993068479,165163.97305583858
2019-06-28,186334.49993308051,51199.07613102099,45245.15438911416,27575.619222020232,35484.52698957745,26830.123201347677,123801.89759737157,183249.54719861696
2019-06-29,190251.13037147184,51690.45393860338,48147.040045146474,27847.626119478307,35683.87022510876,26882.140043134925,127150.89515916663,176633.40774552673
2019-06-30,183489.09097687277,49453.24521700757,46532.474455769734,26969.748051444833,33942.79714108541,26590.826111565213,116010.31117313751,159763.5011976744
2019-07-01,183882.43081516193,49384.356998512485,46955.772618691415,27066.36194736066,33866.28238566219,26609.656864935183,117301.17883137339,156307.14555378415
2019-07-02,183701.73459162426,49042.21965003198,46944.30663997277,26868.79891817105,34281.80117869777,26564.608204750675,116862.10967299485,159534.90636215225
2019-07-03,185799.4984773454,50362.464146972714,46790.288763543846,27135.528526268525,34826.080115001685,26685.136925558614,120203.22635981397,176661.44663506266
2019-07-04,183163.79117521585,49627.27934013934,45808.451360609295,26754.909602099735,34424.550921438175,26548.599950929274,116325.11446230218,165645.91310468304
2019-07-05,185362.9048088729,49334.870726373076,46360.55105301035,26844.552007001468,36306.07434357381,26516.856678914235,117374.88229311412,162145.88371721524
2019-07-06,184296.73131231987,49530.76114860903,45528.23863510918,26849.86041624365,35778.0167056931,26609.854406664897,117658.280224566,165544.20001362983
2019-07-07,185602.97628841072,49950.807318204425,44694.46125004412,27243.43337174858,37005.20057781335,26709.073770600244,121343.95996913646,169122.77867703012
2019-07-08,186016.15542959957,50892.75613372247,45024.52500735867,27238.440920439378,36206.50958991413,26653.923778164917,122605.91695658323,181456.9188736413
2019-07-09,184134.8774588971,51002.95107342251,43537.334505765735,27141.141252502268,35954.7417276891,26498.708899517496,119547.93897852523,185708.3731927156
2019-07-10,181963.12885562607,50200.781683813075,43549.000283986854,26481.072951275506,35237.60592586469,26494.668010685953,112805.29956370963,179545.08199824666
2019-07-11,177501.67642139632,48879.24381596572,42216.582639108725,25591.809478375504,34319.37247726042,26494.668010685953,103686.13878576482,167761.26270196654
2019-07-12,181112.50849805825,49861.15852961046,43830.031155079414,25583.94833156768,35342.70247111476,26494.668010685953,109264.3110305059,174515.692727521
2019-07-13,179295.31265694654,49338.937046934065,43479.159514848936,25326.22545555453,34656.32262892307,26494.668010685953,105489.43457613955,168259.24145717107
2019-07-14,174571.14143551982,47426.001683657836,41839.23207022603,25318.44974421362,33492.7899267364,26494.668010685953,93385.08472505583,151476.40835382926
2019-07-15,175139.9845296258,47915.214104887295,41611.59304252655,25318.44974421362,33800.05962731241,26494.668010685953,99173.8893272627,160914.55242165335
2019-07-16,169144.06616014987,45864.03937264965,39487.01233737976,25318.44974421362,31979.896695220898,26494.668010685953,85786.98493665706,139979.61266956822
2019-07-17,169958.56551783945,46046.34521006455,40131.774539110804,25318.44974421362,31967.328013764545,26494.668010685953,91099.24525800034,143172.1950563426
2019-07-18,172410.32111335357,47214.606165278085,41207.49351315364,25318.44974421362,32175.103680022276,26494.668010685953,96615.94389439985,157538.14511351293
2019-07-19,171687.03301227628,47081.85032276324,40899.77947256175,25318.44974421362,31892.285462051725,26494.668010685953,96446.12880372534,155533.19143212863
2019-07-20,172833.246155171,47919.68619144628,41075.96691999239,25318.44974421362,32024.47528883276,26494.668010685953,99811.63670710023,159024.797614098
2019-07-21,171819.12877658982,47594.118000221155,40603.67066368996,25318.44974421362,31808.222357779134,26494.668010685953,98840.43453683931,156543.02415433488
2019-07-22,170825.73409639127,47421.12467942268,39994.20772911588,25318.44974421362,31597.283932953163,26494.668010685953,95555.90588377224,152762.05778621844
2019-07-23,169697.39237396303,46560.76122336836,39734.03923655898,25318.44974421362,31589.474159136134,26494.668010685953,91311.9452329431,146228.95325445457
2019-07-24,169619.3578233721,46307.985923837885,39894.76375629791,25318.44974421362,31603.490388336733,26494.668010685953,93434.34868067245,144916.8082253177
2019-07-25,169651.6554253438,46410.3236768866,39794.866674210025,25318.44974421362,31633.34731934763,26494.668010685953,93652.75186957716,146392.51344341418
2019-07-26,169653.8398552633,46360.66157420246,39885.369254666984,25318.44974421362,31594.691271494317,26494.668010685953,95199.21962957842,145779.01850184475
2019-07-27,168190.64618066212,45900.004834020554,39201.477711096406,25318.44974421362,31276.045880645594,26494.668010685953,90834.72289755232,139980.14633156045
2019-07-28,168014.8555925242,45924.38869127788,39014.56443129723,25318.44974421362,31262.78471504953,26494.668010685953,91055.91084006081,141090.55270435
2019-07-29,167375.54230767206,45636.04695460985,38663.592883113124,25318.44974421362,31262.78471504953,26494.668010685953,90286.28389759983,140592.60279573963
2019-07-30,167108.22633666018,45597.61037775761,38434.71348895348,25318.44974421362,31262.78471504953,26494.668010685953,90417.57035232293,141896.42558245762
2019-07-31,167079.7889191099,45578.764391397206,38425.12205776362,25318.44974421362,31262.78471504953,26494.668010685953,93463.65165738494,148959.24012301612
2019-08-01,167079.7889191099,45578.764391397206,38425.12205776362,25318.44974421362,31262.78471504953,26494.668010685953,93424.25009861725,153597.4551534619
2019-08-02,167079.7889191099,45578.764391397206,38425.12205776362,25318.44974421362,31262.78471504953,26494.668010685953,92533.15700701842,155347.72225489482
2019-08-03,167158.1448826504,45578.764391397206,38503.478021304094,25318.44974421362,31262.78471504953,26494.668010685953,93759.50784308731,159831.0166513357
2019-08-04,167173.22056008992,45578.764391397206,38487.81860355303,25318.44974421362,31293.51981024013,26494.668010685953,93989.13072446686,162023.66069770514
2019-08-05,167160.5834157081,45578.764391397206,38487.81860355303,25318.44974421362,31280.882665858284,26494.668010685953,97092.91553197807,174363.07982104993
2019-08-06,165989.59106855319,45208.889320291855,38487.81860355303,25318.44974421362,30479.76538980874,26494.668010685953,92937.15101682993,169526.31368291297
2019-08-07,167003.3436414743,46241.23637197005,38487.81860355303,25318.44974421362,30461.17091105165,26494.668010685953,94093.64171949614,176376.38459144725
2019-08-08,166646.94840791065,46297.199865904535,38487.81860355303,25318.44974421362,30048.81218355351,26494.668010685953,92460.14753423317,176737.32760103405
2019-08-09,166196.9978595373,46140.26807168246,38487.81860355303,25318.44974421362,29755.793429402267,26494.668010685953,88712.98601795895,175209.12158154312
2019-08-10,165069.17132027543,45406.04612459732,38487.81860355303,25318.44974421362,29362.188837225513,26494.668010685953,88593.7580716534,167692.76646410325
2019-08-11,165506.0662158424,45634.484569700246,38487.81860355303,25318.44974421362,29570.645287689556,26494.668010685953,92216.14995344938,170196.9969974299
2019-08-12,165150.9051942977,45446.59391501153,38487.81860355303,25318.44974421362,29403.374920833576,26494.668010685953,90588.38760519572,168115.05175619846
2019-08-13,163647.17559368417,44810.61712914826,38487.81860355303,25318.44974421362,28535.622106083298,26494.668010685953,89179.51628871982,160925.4852808448
2019-08-14,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,81919.29529820975,148458.20362882921
2019-08-15,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,82901.9502761459,152295.9256709806
2019-08-16,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,82108.40835014917,153223.3436736352
2019-08-17,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,82072.14489501694,151117.2971029724
2019-08-18,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,84754.07635482929,152801.9958958506
2019-08-19,163618.55605683633,44795.74901792793,38487.81860355303,25318.44974421362,28521.870680455806,26494.668010685953,86998.90540882634,161224.17734020678
2019-08-20,162808.69234761808,44587.360839044,38487.81860355303,25318.44974421362,27920.395150121494,26494.668010685953,84840.71235923613,158967.09000245534
2019-08-21,162782.75160581668,44573.35038960327,38487.81860355303,25318.44974421362,27908.464857760828,26494.668010685953,81109.48103950669,149733.4827106133
2019-08-22,162782.75160581668,44573.35038960327,38487.81860355303,25318.44974421362,27908.464857760828,26494.668010685953,83373.98355037672,149630.1830568806
2019-08-23,162541.19843768218,44573.35038960327,38487.81860355303,25076.89657607911,27908.464857760828,26494.668010685953,84829.21808994314,153719.98106221072
2019-08-24,162012.3815930081,44573.35038960327,38487.81860355303,24548.079731405032,27908.464857760828,26494.668010685953,83377.90585925108,150057.09822734055
2019-08-25,162507.1975228106,44573.35038960327,38487.81860355303,25042.89566120754,27908.464857760828,26494.668010685953,83133.860692763,149740.3914699177
2019-08-26,162891.64434088653,44573.35038960327,38487.81860355303,25427.34247928347,27908.464857760828,26494.668010685953,84070.33071172734,153171.376534233
2019-08-27,162576.26547911947,44573.35038960327,38487.81860355303,25111.963617516398,27908.464857760828,26494.668010685953,82895.55913759347,150434.29629274373
2019-08-28,161175.45301575132,44573.35038960327,38487.81860355303,23711.151154148243,27908.464857760828,26494.668010685953,76988.92242738818,144067.52122298002
2019-08-29,160303.72680509757,44573.35038960327,38487.81860355303,22839.424943494505,27908.464857760828,26494.668010685953,73206.12459216155,140460.48539442834
2019-08-30,160293.32210459796,44573.35038960327,38487.81860355303,22829.020242994888,27908.464857760828,26494.668010685953,74581.61816518528,141759.80811245542
2019-08-31,160251.37772695287,44573.35038960327,38487.81860355303,22787.07586534981,27908.464857760828,26494.668010685953,74294.16729545483,142239.67120651944
2019-09-01,160242.4568541836,44573.35038960327,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,75381.64543021642,144119.92106129488
2019-09-02,160242.4568541836,44573.35038960327,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,77514.09213550364,152816.0297639157
2019-09-03,160242.4568541836,44573.35038960327,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,78520.25456105906,156903.9094707333
2019-09-04,160186.01298220773,44516.9065176274,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,77100.3743718916,156474.90292219585
2019-09-05,160157.38130614784,44488.27484156752,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,76301.96871687619,156194.87460926367
2019-09-06,159837.4207185042,44168.31425392388,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,75289.99037484574,152912.6514310974
2019-09-07,159822.096618814,44152.990154233674,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,78156.43626751476,155334.13550903942
2019-09-08,159702.7381414569,44033.63167687658,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,79399.77903922563,154211.97414912443
2019-09-09,159558.29339385504,43889.18692927471,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,78432.17287035362,152641.9549913801
2019-09-10,159543.98163279754,43874.87516821723,38487.81860355303,22778.15499258053,27908.464857760828,26494.668010685953,77486.63659086867,149407.45850327265
