Combined_Regime,Days,Cum_Return,Avg_Cost,Avg_Payout,Avg_Gamma,Avg_VIX
BURN_IN,60,0.0,0.0,0.0,1.0,27.406000105539956
CAUTIOUS_BULL,123,1.990105287217598,0.47449835087206077,3.715654738539071,1.0670202213783113,17.962032550718725
CRISIS_MODE,8,0.3930279233995322,3.810165159735716,71.56898685094276,0.5902534928927275,33.74125003814697
DEFENSIVE_NORMAL,160,0.31912084051413947,0.0,0.0,1.175,16.967812472581862
GOLDILOCKS,344,3.1189733374160236,0.0,0.0,1.186023845891263,16.303372094797535
RECOVERY_GROWTH,18,0.3570755376528649,0.23691426885799732,0.0,1.2994383385966681,28.388333744472927
RISK_OFF,143,0.31090097214412893,0.47529014621541493,2.803784676403777,1.0575,16.972307725386187
