nav,nav_west,nav_east,cash_west,cash_east,pnl_pct,pos_NVDA,pos_QQQ,pos_IBIT,pos_XLE,pos_600519.SS,pos_601899.SS,pos_300750.SZ,date,risk_prob,action,event,scout_action_QQQ,scout_expl_QQQ,scout_action_XLE,scout_expl_XLE,scout_action_NVDA,scout_expl_NVDA,scout_action_601899.SS,scout_expl_601899.SS,scout_action_300750.SZ,scout_expl_300750.SZ,scout_action_600519.SS,scout_expl_600519.SS,veto_log
12773174.64,7380036.55,5393138.09,2296186.81,-3.19,0.0,35759.56780651044,4730.944374498268,0.0,41325.55800366054,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-11,46.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12824786.55,7380829.72,5443956.82,2279590.14,-3.19,0.0,35687.58271015629,4765.438514930054,0.0,41506.59629969093,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-12,46.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12665142.07,7343176.53,5321965.54,2318728.75,-3.19,0.0,36213.737203643024,4757.703389392965,0.0,40054.54692691539,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-13,47.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12698408.11,7396567.37,5301840.73,2364264.18,-3.19,0.0,35757.47017439715,4714.92255400457,0.0,39840.10206562915,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-16,47.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12614500.43,7331185.72,5283314.71,2332490.39,-3.19,0.0,37081.94204501868,4712.402169613658,0.0,39235.609912349544,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-17,47.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12529629.4,7259195.46,5270433.94,2316269.55,-3.19,0.0,38092.91576673688,4727.0754568628945,0.0,38491.265610954375,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-18,48.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12359629.19,7236786.86,5122842.32,2366612.44,-3.19,0.0,37619.36937262618,4703.615510806576,0.0,37971.37580041415,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-19,48.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12254277.8,7157849.32,5096428.47,2315426.53,-3.19,0.0,38115.10756790466,4746.145610565793,0.0,38347.61262188529,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-20,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12224210.35,7197326.65,5026883.7,2362671.42,-3.19,0.0,36646.40975455525,4731.135888240419,0.0,38857.66856085419,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-23,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12309537.83,7216053.49,5093484.34,2349841.97,-3.19,0.0,36276.935934494075,4721.02856705264,0.0,39657.47461706462,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-24,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12301356.92,7103815.23,5197541.69,2243514.04,-3.19,0.0,37752.97514174972,4823.828775650058,0.0,39881.031199957,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-25,47.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12209475.8,7004519.13,5204956.67,2192807.7,-3.19,0.0,38657.741562469186,4859.099993305241,0.0,39936.59688562363,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-26,48.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12209047.9,6980568.8,5228479.1,2178975.68,-3.19,0.0,38401.37562738552,4822.338190374224,0.0,40870.78960943484,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-27,48.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12378300.31,7029692.12,5348608.19,2169223.45,-3.19,0.0,38251.10450507387,4821.489498362411,0.0,41282.189240343345,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-30,48.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12371249.56,7028410.28,5342839.27,2169196.47,-3.19,0.0,38588.57282802455,4791.311661917285,0.0,41198.49697599862,856.9032411376027,251064.23542714407,5833.568957373432,2023-10-31,48.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12484827.4,7112929.74,5371897.65,2194087.58,-3.19,0.0,37480.12841639437,4764.155244806937,0.0,41996.74949569051,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-01,48.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12599821.69,7237599.02,5362222.67,2273730.62,-3.19,0.0,36754.20455940055,4725.579822474067,0.0,41151.51077786646,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-02,48.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12683663.38,7295688.2,5387975.18,2301073.96,-3.19,0.0,35700.19147170096,4706.635075321386,0.0,41819.39737291896,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-03,48.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12694457.97,7310177.55,5384280.42,2310485.73,-3.19,0.0,35071.72642607101,4691.182042719597,0.0,42445.58310666268,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-06,48.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12650773.15,7296013.34,5354759.81,2311824.11,-3.19,0.0,34746.9384592435,4640.2714227971965,0.0,43274.78137171156,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-07,49.1,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12615555.06,7297463.68,5318091.37,2331029.8,-3.19,0.0,34131.19327133223,4622.444379874685,0.0,43690.62351160359,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-08,49.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12619094.3,7292082.35,5327011.96,2326367.16,-3.19,0.0,33792.782291700765,4656.716624966491,0.0,43899.452027594736,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-09,49.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12670774.25,7395573.64,5275200.6,2412321.98,-3.19,0.0,32877.93160501246,4564.269765455157,0.0,43709.78197813202,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-10,49.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12699866.75,7411702.45,5288164.3,2420386.93,-3.19,0.0,32623.549260672797,4577.698747134655,0.0,43691.291609980246,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-13,49.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12753809.1,7497332.57,5256476.52,2492586.13,-3.19,0.0,32066.79165015403,4482.840359604001,0.0,43473.022988715624,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-14,49.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12771274.75,7470705.2,5300569.55,2452612.34,-3.19,0.0,32639.65432877779,4478.277662761567,0.0,43821.58400691267,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-15,49.1,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12722673.79,7457890.88,5264782.91,2467801.5,-3.19,0.0,32123.686432253897,4440.700394922638,0.0,44460.11532157515,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-16,49.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12745496.12,7488262.38,5257233.75,2491573.35,-3.19,0.0,32285.297702663873,4444.731351631833,0.0,43612.13244688364,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-17,49.0,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12782689.12,7547102.89,5235586.24,2537331.16,-3.19,0.0,31755.764986698567,4396.59580909642,0.0,43597.606707848776,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-20,49.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12844840.96,7518611.21,5326229.75,2482172.09,-3.19,0.0,32164.684504279663,4441.674802975857,0.0,44041.341837558175,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-21,48.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12739153.39,7485233.54,5253919.85,2496094.08,-3.19,0.0,32637.19406768002,4395.00236642222,0.0,43556.412227382745,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-22,49.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12756114.09,7485173.55,5270940.54,2488985.87,-3.19,0.0,32663.38662075072,4410.4346487677785,0.0,43553.530365391205,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-23,49.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12674436.16,7459160.31,5215275.85,2486622.7,-3.19,0.0,33217.6259963648,4400.586611934737,0.0,43036.57981467691,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-24,49.2,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12652362.48,7467114.18,5185248.31,2486415.13,-3.19,0.0,33077.14561476797,4403.372011332899,0.0,43186.80112999821,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-27,48.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12659579.94,7458015.62,5201564.32,2455017.19,-3.19,0.0,33485.294550051476,4410.407618388735,0.0,43419.90062187709,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-28,48.0,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12694741.66,7454317.66,5240424.0,2447814.77,-3.19,0.0,33336.936243019634,4413.333675173925,0.0,43758.418684594435,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-29,48.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12677444.03,7415753.28,5261690.75,2418546.83,-3.19,0.0,34221.90209551629,4417.347915231526,0.0,43409.430090342365,856.9032411376027,251064.23542714407,5833.568957373432,2023-11-30,47.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12624381.74,7429222.98,5195158.77,2451592.26,-3.19,0.0,34087.961267929386,4384.758429821737,0.0,43047.29752136998,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-01,48.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12615771.6,7362989.52,5252782.08,2395465.78,-3.19,0.0,34981.80807242124,4412.912319374169,0.0,43166.697586877126,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-04,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12470687.27,7374583.06,5096104.22,2464327.23,-3.19,0.0,33876.64248928567,4349.87773098016,0.0,43337.199334214325,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-05,47.7,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12429883.93,7303970.51,5125913.42,2407383.13,-3.19,0.0,34582.81781903089,4362.900658071023,0.0,43858.98472112591,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-06,47.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12437875.43,7353456.04,5084419.39,2452717.95,-3.19,0.0,33784.48391739164,4306.396757930372,0.0,44217.703344537375,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-07,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12461640.96,7409552.49,5052088.47,2498846.51,-3.19,0.0,33213.58065157735,4299.299023180269,0.0,43789.77420228676,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-08,47.7,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12452945.44,7396568.55,5056376.89,2482596.33,-3.19,0.0,33813.26318277991,4276.684949759223,0.0,43713.5481544292,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-11,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12466009.91,7421715.25,5044294.66,2503018.71,-3.19,0.0,33110.42440038775,4252.750593684655,0.0,44308.34141032189,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-12,47.7,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12418385.88,7480409.07,4937976.81,2571683.77,-3.19,0.0,32741.97354842318,4198.237741440594,0.0,43540.795003708015,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-13,47.7,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12449879.54,7536339.65,4913539.89,2608674.55,-3.19,0.0,32757.234454216064,4218.388272316463,0.0,42375.6831147868,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-14,47.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12517768.37,7553234.56,4964533.82,2595047.64,-3.19,0.0,32620.60672292152,4224.758496120621,0.0,42829.0654319017,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-15,47.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12568928.67,7616227.04,4952701.63,2632630.43,-3.19,0.0,31977.758301130267,4217.783046779481,0.0,42762.11462416277,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-18,47.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12608956.43,7629971.15,4978985.29,2629158.77,-3.19,0.0,32333.082604061816,4214.596903199655,0.0,42439.09023359131,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-19,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12564581.49,7540660.86,5023920.63,2566585.24,-3.19,0.0,33129.498371421105,4255.058322504631,0.0,42643.85717379404,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-20,47.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12680938.04,7596021.23,5084916.8,2580028.19,-3.19,0.0,32873.61614888183,4239.431950568791,0.0,42778.9538349376,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-21,48.3,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12711070.45,7598304.75,5112765.71,2564768.38,-3.19,0.0,33162.85615971824,4243.7287021293605,0.0,42763.701274202,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-22,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12750404.0,7598288.29,5152115.71,2548484.22,-3.19,0.0,33296.737856110245,4255.772881960767,0.0,42886.11750797303,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-25,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12771462.1,7638392.56,5133069.54,2577141.75,-3.19,0.0,33104.338348884274,4237.193810406383,0.0,42595.528985248646,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-26,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12812680.65,7638853.56,5173827.09,2558275.41,-3.19,0.0,33182.55175656333,4242.754862590437,0.0,42913.87167864702,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-27,47.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12871225.25,7615351.34,5255873.91,2497432.12,-3.19,0.0,33397.22531629563,4277.4974265506125,0.0,43829.300194420335,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-28,47.4,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12888565.2,7603860.2,5284705.0,2467185.24,-3.19,0.0,33600.9621946123,4305.052542552421,0.0,44057.803994843656,856.9032411376027,251064.23542714407,5833.568957373432,2023-12-29,47.5,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12771099.77,7547420.6,5223679.16,2449974.36,-3.19,0.0,34240.36073444161,4337.448105085271,0.0,43389.016988845295,856.9032411376027,251064.23542714407,5833.568957373432,2024-01-02,47.6,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12771409.3,7536616.98,5234792.32,2441799.51,-3.19,0.0,34710.775029544086,4375.916235057594,0.0,42659.73593944142,856.9032411376027,251064.23542714407,5833.568957373432,2024-01-03,47.9,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
12696975.14,7512393.72,5184581.41,2446814.24,-3.19,0.0,34355.08261260048,4366.848505760562,0.0,43052.58889214641,856.9032411376027,251064.23542714407,5833.568957373432,2024-01-04,47.8,SWARM_ACTIVE,NORMAL,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,NORMAL,Clear,
